grid_id,lat,lon,count,freq_5yr,freq_10yr,freq_20yr,total_damages,total_deaths,total_affected,top_month,monthly_dist,risk_slope,severity_score,severity_score_normalized,primary_admin1,unique_locations
-10_-78,-10,-78,1,0,0,0,0.0,1.0,100.0,January,January:1,,-0.42,3.16,Ancash,Huarmey area
-10_160,-10,160,1,0,0,0,0.0,34.0,1001.0,April,April:1,,-0.02,16.21,Guadalcanal,Guadalcanal
-10_34,-10,34,2,0,2,2,0.0,4.0,20736.0,December,December:2,,-0.09,13.95,Karonga,Karonga district
-11_162,-11,162,1,0,0,0,0.0,1.0,500.0,August,August:1,,-0.42,3.16,Makira Ulawa,San Cristobal
-11_166,-11,166,2,1,1,1,2000.0,10.0,3329.0,February,February:1;April:1,,0.22,24.09,Temotu,"Temotu, Temotu province"
-12_-75,-12,-75,2,0,0,0,10000.0,153.0,3216.0,March,March:1;October:1,,0.62,37.51,Junin,Huancayo
-12_-77,-12,-77,2,0,0,0,10000.0,84.0,43819.0,April,April:1;October:1,,0.54,34.8,Lima,"Lima area, Lima region"
-12_44,-12,44,1,1,1,1,0.0,0.0,10000.0,March,March:1,,-0.51,0.0,Nzwani,Anjouan Island
-13_-74,-13,-74,1,0,0,1,1100.0,0.0,6580.0,October,October:1,,-0.33,6.03,Ayacucho,Chuschi area
-13_-76,-13,-76,3,0,2,3,600000.0,594.0,665447.0,January,January:1;August:1;October:1,0.0,1.06,51.89,Ica,"Chincha, San Vicente de Canete"
-14_-171,-14,-171,1,0,1,1,0.0,34.0,2500.0,September,September:1,,-0.02,16.21,Eastern, Tula
-14_-72,-14,-72,1,1,1,1,0.0,8.0,604.0,September,September:1,,-0.21,10.02,Cusco,Paruro-Cuzco
-14_-73,-14,-73,1,0,0,1,0.0,4.0,3965.0,August,August:1,,-0.29,7.34,Apurimac,Antabamba
-14_-74,-14,-74,3,0,0,0,1000.0,25.0,15271.0,April,April:1;June:1;November:1,,0.46,32.11,Ayacucho,"Ayacucho, Ayacucho area"
-14_167,-14,167,1,0,0,1,0.0,0.0,503.0,November,November:1,,-0.51,0.0,Torba,Merelava
-14_34,-14,34,1,0,0,0,28000.0,9.0,50100.0,March,March:1,,0.07,19.32,Salima,Salima district
-15_-71,-15,-71,1,1,1,1,0.0,1.0,257.0,December,December:1,,-0.42,3.16,Puno, Paratia cities 
-15_-72,-15,-72,1,0,0,1,0.0,2.0,155.0,December,December:1,,-0.36,5.01,Arequipa,Cayarani
-15_-74,-15,-74,1,0,0,0,0.0,53.0,45750.0,April,April:1,,0.04,18.19,Ayacucho,Mayobamba
-15_-75,-15,-75,2,1,1,1,0.0,16.0,85289.0,January,January:1;November:1,,0.08,19.53,Arequipa," Acari, Nazca"
-15_167,-15,167,1,0,0,0,0.0,0.0,2.0,July,July:1,,-0.51,0.0,Sanma,Espiritu Santo
-15_168,-15,168,1,0,0,1,0.0,12.0,14100.0,November,November:1,,-0.16,11.7,Penama,Pentecost
-16_-174,-16,-174,1,0,1,1,0.0,34.0,2500.0,September,September:1,,-0.02,16.21,Niuas,Niuatoputapu
-16_-72,-16,-72,7,2,2,4,300000.0,237.0,372629.0,January,January:1;February:1;April:1;June:1;July:1;August:1;September:1,0.0,1.26,58.42,Arequipa," Chivay, Arequipa, Arequipa Area, Maca Arequipa region"
-16_168,-16,168,1,0,0,0,0.0,0.0,0.0,August,August:1,,-0.51,0.0,Malampa,Malakula Island
-17_-70,-17,-70,1,0,0,1,5000.0,11.0,27645.0,June,June:1,,0.05,18.67,Tacna,Candarave
-18_-45,-18,-45,1,0,0,1,0.0,1.0,286.0,December,December:1,,-0.42,3.16,Minas Gerais,Minas Gerais
-18_-65,-18,-65,1,0,0,1,0.0,95.0,18050.0,May,May:1,,0.12,20.81,Cochabamba,Aiquile
-18_168,-18,168,2,0,0,1,0.0,0.0,500.0,January,January:1;March:1,,-0.31,6.61,Shefa,Port Vila
-18_178,-18,178,1,0,0,0,0.0,0.0,0.0,March,March:1,,-0.51,0.0,Western,Fiji Islands
-19_-69,-19,-69,1,0,0,1,5000.0,11.0,27645.0,June,June:1,,0.05,18.67,Tarapaca,Camina
-19_-70,-19,-70,2,1,1,1,101000.0,11.0,518499.0,April,April:1;August:1,,0.33,27.87,Arica Y Parinacota,Arica
-1_-78,-1,-78,1,0,0,0,0.0,2.0,805.0,October,October:1,,-0.36,5.01,Napo,Archidona
-1_-79,-1,-79,3,0,0,0,20000.0,13.0,20091.0,March,March:1;September:1;October:1,0.0,0.45,31.86,Los Rios,"Ambato, Cotopaxi   Pinchincha, Quevedo"
-1_-80,-1,-80,3,2,2,3,2000000.0,676.0,391551.0,April,April:1;May:1;August:1,,1.11,53.52,Manabi," Portoviejo district , Bahia de Caraquez"
-1_101,-1,101,1,0,0,0,0.0,84.0,90218.0,October,October:1,,0.1,20.26,Sumatera Barat,Gunungkerinci
-1_120,-1,120,4,1,2,2,1450000.0,4346.0,2009421.0,August,May:1;August:2;September:1,0.0,1.47,65.36,Sulawesi Tengah," Sigi, Donggala, Palu"
-1_121,-1,121,1,0,0,0,1200.0,9.0,13000.0,January,January:1,,-0.01,16.61,Sulawesi Tengah,Sulawesi Tengah
-1_123,-1,123,1,0,0,1,30000.0,45.0,52770.0,May,May:1,,0.29,26.34,Sulawesi Tengah,Banggai
-1_128,-1,128,1,0,0,0,0.0,1.0,2437.0,October,October:1,,-0.42,3.16,Maluku Utara,Obi Island
-1_132,-1,132,1,1,1,1,0.0,0.0,12247.0,September,September:1,,-0.51,0.0,Papua Barat,Sorong district 
-1_134,-1,134,3,0,1,3,10000.0,13.0,13487.0,January,January:1;September:1;October:1,,0.44,31.27,Papua Barat,"Manokwari, Ransiki"
-1_32,-1,32,1,1,1,1,458000.0,17.0,139601.0,September,September:1,,0.23,24.41,Rakai,Kakuuto district
-21_-175,-21,-175,1,0,0,0,1200.0,1.0,5505.0,June,June:1,,-0.23,9.27,Tongatapu,Tongatapu
-21_33,-21,33,1,0,0,1,0.0,4.0,1476.0,February,February:1,,-0.29,7.34,Manica,Espungabera
-22_-64,-22,-64,1,0,0,0,0.0,0.0,0.0,Unknown,NA,,-0.51,0.0,Tarija,Tarija
-22_-69,-22,-69,1,0,0,1,100000.0,2.0,25155.0,November,November:1,,-0.06,14.93,Antofagasta,Maria Elena
-23_-69,-23,-69,1,0,0,0,400.0,4.0,3006.0,December,December:1,,-0.13,12.5,Antofagasta,Taltal & Catalina
-26_-69,-26,-69,1,0,0,0,1660.0,3.0,1833.0,July,July:1,,-0.13,12.71,Atacama,Chanaral
-26_26,-26,26,2,1,1,2,20000.0,3.0,2060.0,March,March:1;August:1,,0.14,21.46,North West,"Klerksdorp, North West"
-26_28,-26,28,1,0,0,0,0.0,10.0,6.0,October,October:1,,-0.18,10.93,Gauteng,Carletonville
-27_27,-27,27,1,0,0,0,0.0,0.0,0.0,Unknown,NA,,-0.51,0.0,North West,Vaal Reefs goldmine
-29_-178,-29,-178,1,0,0,0,0.0,0.0,0.0,January,January:1,,-0.51,0.0,Northern Islands,Kermadec Islands
-29_-67,-29,-67,1,0,0,1,0.0,0.0,727.0,May,May:1,,-0.51,0.0,La Rioja,Castro Barros
-2_-80,-2,-80,1,0,0,0,0.0,8.0,40.0,August,August:1,,-0.21,10.02,Guayas,Guayaquil
-2_119,-2,119,2,0,1,1,500.0,2.0,3514.0,January,January:1,,0.0,16.97,Sulawesi Barat,"Mamuju, Mamuju regency"
-2_121,-2,121,1,0,0,1,0.0,0.0,2548.0,August,August:1,,-0.51,0.0,Sulawesi Tengah,Poso region
-2_133,-2,133,3,0,0,0,29200.0,719.0,47638.0,February,February:1;June:1;October:1,,1.01,50.16,Papua Barat,"Irian Jaya, West Irian"
-2_136,-2,136,2,0,1,1,0.0,19.0,9605.0,June,June:1;September:1,,0.1,20.27,Papua,"Yapen, Yapen Island"
-2_29,-2,29,3,1,2,3,0.0,84.0,2676.0,January,January:1;February:1;August:1,0.0,0.44,31.56,Iburengerazuba,"Gisenyi region, Kabare, Nyamasheke"
-2_31,-2,31,1,1,1,1,458000.0,17.0,139601.0,September,September:1,,0.23,24.41,Kagera, Karagwe
-2_34,-2,34,1,0,0,1,0.0,2.0,2000.0,May,May:1,,-0.36,5.01,Mara,Bunda area
-2_99,-2,99,1,0,1,1,0.0,530.0,11864.0,October,October:1,,0.35,28.61,Sumatera Barat,Kepulauan Mentawai
-31_-71,-31,-71,2,0,0,0,361400.0,485.0,2369323.0,March,March:1;July:1,,0.88,45.84,Coquimbo,"Coquimbo, Salamnca"
-32_-68,-32,-68,1,0,0,0,80000.0,70.0,40100.0,November,November:1,,0.37,29.16,San Juan,Caucete
-32_-71,-32,-71,1,0,0,0,48000.0,8.0,53098.0,October,October:1,,0.07,19.3,Coquimbo,Choapa
-32_116,-32,116,1,0,0,0,2600.0,0.0,4290.0,October,October:1,,-0.31,6.77,Western Australia,Perth
-32_147,-32,147,1,0,0,0,1000000.0,12.0,2115.0,December,December:1,,0.2,23.59,New South Wales,Newcastle
-33_151,-33,151,1,0,0,0,0.0,0.0,5025.0,August,August:1,,-0.51,0.0,New South Wales,Cessnock
-34_19,-34,19,1,0,0,0,24000.0,9.0,1000.0,September,September:1,,0.07,19.19,Western Cape,Cape Town
-35_-69,-35,-69,1,0,0,0,0.0,6.0,45238.0,January,January:1,,-0.24,8.87,Mendoza,Mendoza province
-36_-72,-36,-72,1,0,0,0,1500000.0,180.0,1482275.0,March,March:1,,0.58,35.95,Maule,Cauquenes
-37_-72,-37,-72,1,0,1,1,100000.0,1.0,24297.0,March,March:1,,-0.12,13.08,Bio-Bio,Bio-Bio
-38_177,-38,177,1,0,0,0,210000.0,1.0,7025.0,March,March:1,,-0.1,13.72,Bay Of Plenty,Bay of Plenty
-39_-72,-39,-72,2,1,2,2,30800000.0,581.0,3353055.0,February,February:1;September:1,,1.02,50.49,Araucania,"Araucania, La Araucania"
-3_102,-3,102,1,0,0,1,41000.0,103.0,204714.0,June,June:1,,0.41,30.33,Bengkulu,Enggano Island
-3_119,-3,119,1,0,0,0,0.0,64.0,6532.0,February,February:1,,0.07,19.03,Sulawesi Barat,Majene
-3_127,-3,127,1,0,0,1,0.0,3.0,1202.0,March,March:1,,-0.32,6.32,Maluku,Buru district
-3_136,-3,136,2,0,0,2,56000.0,69.0,26905.0,February,February:1;November:1,,0.56,35.4,Papua,Nabire
-3_140,-3,140,1,0,1,1,0.0,1.0,95.0,March,March:1,,-0.42,3.16,Papua,Jayapura
-3_29,-3,29,2,0,1,2,0.0,39.0,763.0,February,February:2,,0.2,23.43,Cibitoke,"Bukavu, Cibitoke-Rugombo"
-3_36,-3,36,1,0,0,0,0.0,4.0,500.0,May,May:1,,-0.29,7.34,Arusha,Arusha
-41_-73,-41,-73,1,0,0,0,550000.0,6000.0,2003000.0,May,May:1,,1.03,51.05,Los Lagos,Puerto Montt
-41_173,-41,173,1,0,1,1,3000000.0,1.0,345.0,June,June:1,,-0.03,16.01,Nelson,Nelson
-41_175,-41,175,1,1,1,1,50000.0,0.0,13840.0,July,July:1,,-0.23,9.32,Wellington,Porirua
-42_174,-42,174,1,1,1,1,3900000.0,2.0,50.0,November,November:1,,0.04,18.08,Canterbury, Kaikoura 
-43_171,-43,171,1,0,0,0,2669.0,3.0,314.0,May,May:1,,-0.11,13.12,West Coast,Inangahua
-44_173,-44,173,2,0,2,2,21500000.0,181.0,601502.0,February,February:1;September:1,,0.85,44.88,Canterbury,Christchurch
-46_-73,-46,-73,1,0,0,1,0.0,10.0,0.0,April,April:1,,-0.18,10.93,Aisen Del General Carlos Ibanez Del Campo,Aysen region
-4_-80,-4,-80,1,0,0,0,4000.0,29.0,88112.0,December,December:1,,0.17,22.65,Loja,Loja province
-4_102,-4,102,3,0,0,2,500000.0,30.0,461067.0,February,February:1;September:1;December:1,0.0,0.65,38.26,Bengkulu,"Bengkulu, Bengkulu area"
-4_103,-4,103,2,0,1,2,0.0,3.0,3625.0,June,June:1;September:1,,-0.12,12.93,Sumatera Selatan,Lahat
-4_120,-4,120,2,0,0,0,1100.0,91.0,3205.0,April,April:1;September:1,,0.5,33.26,Sulawesi Selatan,"Parepare, South Sulawesi"
-4_137,-4,137,1,0,0,0,0.0,10.0,7.0,September,September:1,,-0.18,10.93,Papua,Paniai District
-4_139,-4,139,1,0,0,0,0.0,120.0,17196.0,August,August:1,,0.15,21.87,Papua,Jayawijaya
-4_142,-4,142,1,0,0,1,0.0,2182.0,9867.0,July,July:1,,0.55,35.06,Sandaun,Sandaun Province
-4_143,-4,143,1,0,0,0,500.0,0.0,1000.0,June,June:1,,-0.35,5.35,East Sepik,East Sepik province
-4_144,-4,144,1,0,0,1,0.0,4.0,4470.0,September,September:1,,-0.29,7.34,East Sepik,Wewak
-4_40,-4,40,1,0,0,1,500000.0,2.0,0.0,December,December:1,,-0.02,16.31,Mombasa,Mombassa
-5_-36,-5,-36,1,0,0,0,5000.0,1.0,23000.0,November,November:1,,-0.19,10.5,Rio Grande Do Norte,Joao Camara
-5_-78,-5,-78,1,0,0,0,1000.0,200.0,100800.0,May,May:1,,0.4,30.13,Amazonas,Amazonas
-5_-80,-5,-80,1,0,0,0,2000.0,29.0,15252.0,December,December:1,,0.16,22.06,Piura,Piura
-5_130,-5,130,1,0,0,1,0.0,0.0,500.0,August,August:1,,-0.51,0.0,Maluku,Maluku province
-5_145,-5,145,1,0,0,0,1750.0,15.0,4020.0,November,November:1,,0.07,19.07,Madang,Madang
-5_152,-5,152,1,0,0,1,0.0,2.0,5000.0,November,November:1,,-0.36,5.01,East New Britain,East New Britain
-5_30,-5,30,1,0,0,1,0.0,2.0,5000.0,December,December:1,,-0.36,5.01,Kigoma,Kungwe
-5_56,-5,56,1,0,0,1,500000.0,2.0,0.0,December,December:1,,-0.02,16.31,Anse Aux Pins,Anse Aux Pins
-6_-76,-6,-76,2,0,0,1,20000.0,17.0,1577505.0,March,March:1;September:1,,0.35,28.32,San Martin," Tarapoto, Lamas area"
-6_-77,-6,-77,1,0,0,0,100.0,11.0,420.0,June,June:1,,-0.05,15.31,San Martin,Moyobamba
-6_106,-6,106,1,0,0,1,0.0,0.0,469.0,September,September:1,,-0.51,0.0,Banten,Banten
-6_107,-6,107,2,0,0,1,172476.0,207.0,53523.0,February,February:1;July:1,,0.74,41.33,Jawa Barat,"Sumberjaya, West Java Island"
-6_144,-6,144,3,3,3,3,61000.0,181.0,544300.0,March,February:1;March:2,,0.84,44.52,Southern Highlands,"South Highlands, Southern Highlandsand Hela provinces"
-6_145,-6,145,1,0,0,0,5000.0,53.0,20200.0,October,October:1,,0.26,25.52,Eastern Highlands,Goroka
-6_150,-6,150,1,0,0,0,1000.0,0.0,0.0,May,May:1,,-0.33,5.95,West New Britain,West New Britain
-7_106,-7,106,1,0,0,1,0.0,0.0,5500.0,October,October:1,,-0.51,0.0,Banten,Lebak
-7_107,-7,107,4,1,2,3,87400.0,6.0,45731.0,January,January:1;February:1;December:1,0.0,0.51,33.61,Jawa Barat," Bogor , Cibunian, Karyasari, Sukabumi"
-7_108,-7,108,5,1,2,3,176000.0,158.0,404399.0,June,June:1;September:1;November:1;December:1,0.0,1.05,51.43,Jawa Barat,"Bandung Barat, Ciamis regency, Jawa Barat province, Tasikmalaja, West Java"
-7_109,-7,109,2,0,0,0,0.0,0.0,7604.0,February,February:1;July:1,,-0.31,6.61,Jawa Barat,"Brebes area, Kuningan"
-7_112,-7,112,1,0,0,0,5000.0,306.0,2682.0,January,January:1,,0.5,33.45,Jawa Timur,Solo Valley
-7_147,-7,147,3,0,0,2,2625.0,2.0,4401.0,June,February:1;June:2,0.0,0.19,23.09,Morobe,"Lae, Morobe province, Umboi Island"
-7_28,-7,28,1,0,0,1,0.0,2.0,5000.0,December,December:1,,-0.36,5.01,Tanganyika,Tanganyika
-7_39,-7,39,1,0,0,1,500000.0,2.0,0.0,December,December:1,,-0.02,16.31,Dar Es Salaam,Dar Es Salaam
-8_110,-8,110,2,0,0,2,3155000.0,6580.0,3213466.0,May,May:1;July:1,,1.29,59.59,Yogyakarta,"Bantul, Bantul-Yogyakarta"
-8_113,-8,113,2,0,0,1,0.0,55.0,8911.0,February,February:1;September:1,,0.24,24.97,Jawa Timur,"Malang, Malang area"
-8_114,-8,114,1,0,0,0,2200.0,239.0,8720.0,June,June:1,,0.45,31.62,Jawa Timur,Sarongan
-8_115,-8,115,2,0,0,0,195000.0,605.0,455374.0,July,July:1;December:1,,0.89,46.32,Bali,Bali
-8_118,-8,118,2,1,1,2,0.0,0.0,5912.0,January,January:1;August:1,,-0.31,6.61,Nusa Tenggara Barat,"Dompu area, Dompu district "
-8_119,-8,119,2,0,1,2,2430.0,3.0,1624.0,November,November:1;December:1,,0.08,19.65,Nusa Tenggara Barat,"Bima, Kota Bima"
-8_123,-8,123,1,0,0,0,1450.0,13.0,8817.0,December,December:1,,0.04,18.3,Nusa Tenggara Timur,Larantuka
-8_124,-8,124,1,0,0,0,0.0,539.0,23.0,July,July:1,,0.36,28.69,Nusa Tenggara Timur,Lomblen Island
-8_125,-8,125,4,0,0,1,23000.0,186.0,116869.0,July,July:2;November:2,0.0,0.92,47.44,Nusa Tenggara Timur,"Alor, Alor district, Kalabahi, South Pantar Island"
-8_126,-8,126,1,1,1,1,4000.0,0.0,2003.0,November,November:1,,-0.29,7.14,Dili,Dili province
-8_157,-8,157,1,0,0,1,0.0,52.0,2384.0,April,April:1,,0.04,18.1,Western,Gizo
-8_31,-8,31,1,0,0,1,0.0,1.0,791.0,October,October:1,,-0.42,3.16,Rukwa,Namanyere
-9_-78,-9,-78,4,0,0,0,552500.0,66819.0,3224720.0,April,April:2;May:1;August:1,0.0,1.82,76.99,Ancash,"Chimbote, Chimbote area"
-9_115,-9,115,2,0,0,1,12000.0,1.0,30107.0,January,January:1;November:1,,0.03,17.86,Bali,"Denpasar, Klungkung area."
-9_116,-9,116,1,1,1,1,29000.0,14.0,102852.0,July,July:1,,0.13,21.2,Nusa Tenggara Barat, West Lombok
-9_117,-9,117,3,2,2,3,795000.0,577.0,539506.0,August,August:2;November:1,,1.06,52.0,Nusa Tenggara Barat,"Lombok, Lombok Isl., Sumbawa district"
-9_122,-9,122,3,0,0,0,105350.0,2719.0,132126.0,May,May:1;August:1;December:1,0.0,1.22,57.32,Nusa Tenggara Timur,"Ende, Sumabxa Island, Sumba"
-9_160,-9,160,1,0,1,1,0.0,0.0,1126.0,January,January:1,,-0.51,0.0,Honiara,Honiara Island
-9_161,-9,161,1,1,1,1,0.0,0.0,9770.0,December,December:1,,-0.51,0.0,Malaita,Malaita
-9_26,-9,26,1,0,0,0,0.0,9.0,311.0,September,September:1,,-0.19,10.5,Tanganyika,Shaba province
-9_34,-9,34,1,0,0,1,0.0,0.0,700.0,January,January:1,,-0.51,0.0,Mbeya,Rungwe district
0_-78,0,-78,2,0,0,0,7000.0,31.0,37215.0,March,March:1;August:1,,0.4,30.04,Pichincha,"La Merced, Pomasqui"
0_-79,0,-79,1,1,1,1,0.0,3.0,18.0,August,August:1,,-0.32,6.32,Pichincha,Quito
0_100,0,100,3,0,1,3,2400000.0,1267.0,2639965.0,February,February:1;March:1;September:1,0.0,1.2,56.53,Sumatera Barat,"Agam, Kota Padangpanjang"
0_128,0,128,4,1,1,3,200000.0,41.0,207103.0,January,January:2;May:1;November:1,0.0,0.77,42.49,Maluku Utara," Maluku Utara provinces, Halmahera, Halmahera Tengah, Morotai Island"
10_-64,10,-64,1,0,0,0,81000.0,80.0,4183.0,July,July:1,,0.39,29.77,Sucre,Cariaco
10_-68,10,-68,1,0,0,0,140000.0,240.0,81536.0,July,July:1,,0.55,35.22,Distrito Capital,Caracas
10_-83,10,-83,2,0,0,0,100000.0,47.0,10419.0,April,April:1;May:1,,0.52,34.18,Limon,"Limon, Matina"
10_-84,10,-84,5,0,1,1,206000.0,46.0,134543.0,July,January:1;April:1;July:2;August:1,-0.309,0.88,46.01,San Jose,"Barva, SE San Jose, San Jose province, San JosÃÂÃÂ©, Turrialba"
10_-85,10,-85,1,0,1,1,45000.0,2.0,762.0,September,September:1,,-0.08,14.24,Guanacaste,Abangares
10_123,10,123,1,0,1,1,8900.0,113.0,320277.0,February,February:1,,0.38,29.43,Negros Oriental,Tayasan
